Tag,Uhrzeit,flexibel [€/MWh],flexibel [ct/kWh],fix [ct/kWh]
2024-04-01,0:00:00 AM,164.13,16.413,16.649999999999999
2024-04-01,0:15:00 AM,164.13,16.413,16.649999999999999
2024-04-01,0:30:00 AM,164.13,16.413,16.649999999999999
2024-04-01,0:45:00 AM,164.13,16.413,16.649999999999999
2024-04-01,1:00:00 AM,161.75,16.175000000000001,16.649999999999999
2024-04-01,1:15:00 AM,161.75,16.175000000000001,16.649999999999999
2024-04-01,1:30:00 AM,161.75,16.175000000000001,16.649999999999999
2024-04-01,1:45:00 AM,161.75,16.175000000000001,16.649999999999999
2024-04-01,2:00:00 AM,160.05000000000001,16.005000000000003,16.649999999999999
2024-04-01,2:15:00 AM,160.05000000000001,16.005000000000003,16.649999999999999
2024-04-01,2:30:00 AM,160.05000000000001,16.005000000000003,16.649999999999999
2024-04-01,2:45:00 AM,160.05000000000001,16.005000000000003,16.649999999999999
2024-04-01,3:00:00 AM,162.50999999999999,16.251000000000001,16.649999999999999
2024-04-01,3:15:00 AM,162.50999999999999,16.251000000000001,16.649999999999999
2024-04-01,3:30:00 AM,162.50999999999999,16.251000000000001,16.649999999999999
2024-04-01,3:45:00 AM,162.50999999999999,16.251000000000001,16.649999999999999
2024-04-01,4:00:00 AM,162.34,16.234000000000002,16.649999999999999
2024-04-01,4:15:00 AM,162.34,16.234000000000002,16.649999999999999
2024-04-01,4:30:00 AM,162.34,16.234000000000002,16.649999999999999
2024-04-01,4:45:00 AM,162.34,16.234000000000002,16.649999999999999
2024-04-01,5:00:00 AM,168.70999999999998,16.870999999999995,16.649999999999999
2024-04-01,5:15:00 AM,168.70999999999998,16.870999999999995,16.649999999999999
2024-04-01,5:30:00 AM,168.70999999999998,16.870999999999995,16.649999999999999
2024-04-01,5:45:00 AM,168.70999999999998,16.870999999999995,16.649999999999999
2024-04-01,6:00:00 AM,184.91,18.491,16.649999999999999
2024-04-01,6:15:00 AM,184.91,18.491,16.649999999999999
2024-04-01,6:30:00 AM,184.91,18.491,16.649999999999999
2024-04-01,6:45:00 AM,184.91,18.491,16.649999999999999
2024-04-01,7:00:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,7:15:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,7:30:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,7:45:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,8:00:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,8:15:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,8:30:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,8:45:00 AM,207.93000000000001,20.792999999999999,16.649999999999999
2024-04-01,9:00:00 AM,190.98000000000002,19.097999999999999,16.649999999999999
2024-04-01,9:15:00 AM,190.98000000000002,19.097999999999999,16.649999999999999
2024-04-01,9:30:00 AM,190.98000000000002,19.097999999999999,16.649999999999999
2024-04-01,9:45:00 AM,190.98000000000002,19.097999999999999,16.649999999999999
2024-04-01,10:00:00 AM,197.34999999999999,19.734999999999999,16.649999999999999
2024-04-01,10:15:00 AM,197.34999999999999,19.734999999999999,16.649999999999999
2024-04-01,10:30:00 AM,197.34999999999999,19.734999999999999,16.649999999999999
2024-04-01,10:45:00 AM,197.34999999999999,19.734999999999999,16.649999999999999
2024-04-01,11:00:00 AM,180.81,18.081,16.649999999999999
2024-04-01,11:15:00 AM,180.81,18.081,16.649999999999999
2024-04-01,11:30:00 AM,180.81,18.081,16.649999999999999
2024-04-01,11:45:00 AM,180.81,18.081,16.649999999999999
2024-04-01,12:00:00 AM,172.03,17.202999999999999,16.649999999999999
2024-04-01,12:15:00 AM,172.03,17.202999999999999,16.649999999999999
2024-04-01,12:30:00 AM,172.03,17.202999999999999,16.649999999999999
2024-04-01,12:45:00 AM,172.03,17.202999999999999,16.649999999999999
2024-04-01,1:00:00 PM,166.88,16.687999999999999,16.649999999999999
2024-04-01,1:15:00 PM,166.88,16.687999999999999,16.649999999999999
2024-04-01,1:30:00 PM,166.88,16.687999999999999,16.649999999999999
2024-04-01,1:45:00 PM,166.88,16.687999999999999,16.649999999999999
2024-04-01,2:00:00 PM,163.04000000000002,16.304000000000002,16.649999999999999
2024-04-01,2:15:00 PM,163.04000000000002,16.304000000000002,16.649999999999999
2024-04-01,2:30:00 PM,163.04000000000002,16.304000000000002,16.649999999999999
2024-04-01,2:45:00 PM,163.04000000000002,16.304000000000002,16.649999999999999
2024-04-01,3:00:00 PM,163.06999999999999,16.306999999999999,16.649999999999999
2024-04-01,3:15:00 PM,163.06999999999999,16.306999999999999,16.649999999999999
2024-04-01,3:30:00 PM,163.06999999999999,16.306999999999999,16.649999999999999
2024-04-01,3:45:00 PM,163.06999999999999,16.306999999999999,16.649999999999999
2024-04-01,4:00:00 PM,166.69999999999999,16.670000000000002,16.649999999999999
2024-04-01,4:15:00 PM,166.69999999999999,16.670000000000002,16.649999999999999
2024-04-01,4:30:00 PM,166.69999999999999,16.670000000000002,16.649999999999999
2024-04-01,4:45:00 PM,166.69999999999999,16.670000000000002,16.649999999999999
2024-04-01,5:00:00 PM,182.44,18.244,16.649999999999999
2024-04-01,5:15:00 PM,182.44,18.244,16.649999999999999
2024-04-01,5:30:00 PM,182.44,18.244,16.649999999999999
2024-04-01,5:45:00 PM,182.44,18.244,16.649999999999999
2024-04-01,6:00:00 PM,198.13999999999999,19.814,16.649999999999999
2024-04-01,6:15:00 PM,198.13999999999999,19.814,16.649999999999999
2024-04-01,6:30:00 PM,198.13999999999999,19.814,16.649999999999999
2024-04-01,6:45:00 PM,198.13999999999999,19.814,16.649999999999999
2024-04-01,7:00:00 PM,213.30000000000001,21.329999999999998,16.649999999999999
2024-04-01,7:15:00 PM,213.30000000000001,21.329999999999998,16.649999999999999
2024-04-01,7:30:00 PM,213.30000000000001,21.329999999999998,16.649999999999999
2024-04-01,7:45:00 PM,213.30000000000001,21.329999999999998,16.649999999999999
2024-04-01,8:00:00 PM,191.57999999999998,19.158000000000001,16.649999999999999
2024-04-01,8:15:00 PM,191.57999999999998,19.158000000000001,16.649999999999999
2024-04-01,8:30:00 PM,191.57999999999998,19.158000000000001,16.649999999999999
2024-04-01,8:45:00 PM,191.57999999999998,19.158000000000001,16.649999999999999
2024-04-01,9:00:00 PM,170.97,17.097000000000001,16.649999999999999
2024-04-01,9:15:00 PM,170.97,17.097000000000001,16.649999999999999
2024-04-01,9:30:00 PM,170.97,17.097000000000001,16.649999999999999
2024-04-01,9:45:00 PM,170.97,17.097000000000001,16.649999999999999
2024-04-01,10:00:00 PM,165.50999999999999,16.550999999999998,16.649999999999999
2024-04-01,10:15:00 PM,165.50999999999999,16.550999999999998,16.649999999999999
2024-04-01,10:30:00 PM,165.50999999999999,16.550999999999998,16.649999999999999
2024-04-01,10:45:00 PM,165.50999999999999,16.550999999999998,16.649999999999999
2024-04-01,11:00:00 PM,153.88999999999999,15.388999999999998,16.649999999999999
2024-04-01,11:15:00 PM,153.88999999999999,15.388999999999998,16.649999999999999
2024-04-01,11:30:00 PM,153.88999999999999,15.388999999999998,16.649999999999999
2024-04-01,11:45:00 PM,153.88999999999999,15.388999999999998,16.649999999999999
2024-04-01,0:00:00 AM,169.87,16.986999999999998,16.649999999999999
2024-04-01,0:15:00 AM,169.87,16.986999999999998,16.649999999999999
2024-04-01,0:30:00 AM,169.87,16.986999999999998,16.649999999999999
2024-04-01,0:45:00 AM,169.87,16.986999999999998,16.649999999999999
2024-04-02,1:00:00 AM,164,16.399999999999999,16.649999999999999
2024-04-02,1:15:00 AM,164,16.399999999999999,16.649999999999999
2024-04-02,1:30:00 AM,164,16.399999999999999,16.649999999999999
2024-04-02,1:45:00 AM,164,16.399999999999999,16.649999999999999
2024-04-02,2:00:00 AM,164.69999999999999,16.469999999999999,16.649999999999999
2024-04-02,2:15:00 AM,164.69999999999999,16.469999999999999,16.649999999999999
2024-04-02,2:30:00 AM,164.69999999999999,16.469999999999999,16.649999999999999
2024-04-02,2:45:00 AM,164.69999999999999,16.469999999999999,16.649999999999999
2024-04-02,3:00:00 AM,164.06999999999999,16.407,16.649999999999999
2024-04-02,3:15:00 AM,164.06999999999999,16.407,16.649999999999999
2024-04-02,3:30:00 AM,164.06999999999999,16.407,16.649999999999999
2024-04-02,3:45:00 AM,164.06999999999999,16.407,16.649999999999999
2024-04-02,4:00:00 AM,167.09999999999999,16.710000000000001,16.649999999999999
2024-04-02,4:15:00 AM,167.09999999999999,16.710000000000001,16.649999999999999
2024-04-02,4:30:00 AM,167.09999999999999,16.710000000000001,16.649999999999999
2024-04-02,4:45:00 AM,167.09999999999999,16.710000000000001,16.649999999999999
2024-04-02,5:00:00 AM,173.69,17.369,16.649999999999999
2024-04-02,5:15:00 AM,173.69,17.369,16.649999999999999
2024-04-02,5:30:00 AM,173.69,17.369,16.649999999999999
2024-04-02,5:45:00 AM,173.69,17.369,16.649999999999999
2024-04-02,6:00:00 AM,183.5,18.350000000000001,16.649999999999999
2024-04-02,6:15:00 AM,183.5,18.350000000000001,16.649999999999999
2024-04-02,6:30:00 AM,183.5,18.350000000000001,16.649999999999999
2024-04-02,6:45:00 AM,183.5,18.350000000000001,16.649999999999999
2024-04-02,7:00:00 AM,194.06,19.405999999999999,16.649999999999999
2024-04-02,7:15:00 AM,194.06,19.405999999999999,16.649999999999999
2024-04-02,7:30:00 AM,194.06,19.405999999999999,16.649999999999999
2024-04-02,7:45:00 AM,194.06,19.405999999999999,16.649999999999999
2024-04-02,8:00:00 AM,186.06,18.606000000000002,16.649999999999999
2024-04-02,8:15:00 AM,186.06,18.606000000000002,16.649999999999999
2024-04-02,8:30:00 AM,186.06,18.606000000000002,16.649999999999999
2024-04-02,8:45:00 AM,186.06,18.606000000000002,16.649999999999999
2024-04-02,9:00:00 AM,171.07999999999998,17.108000000000001,16.649999999999999
2024-04-02,9:15:00 AM,171.07999999999998,17.108000000000001,16.649999999999999
2024-04-02,9:30:00 AM,171.07999999999998,17.108000000000001,16.649999999999999
2024-04-02,9:45:00 AM,171.07999999999998,17.108000000000001,16.649999999999999
2024-04-02,10:00:00 AM,167.81,16.780999999999999,16.649999999999999
2024-04-02,10:15:00 AM,167.81,16.780999999999999,16.649999999999999
2024-04-02,10:30:00 AM,167.81,16.780999999999999,16.649999999999999
2024-04-02,10:45:00 AM,167.81,16.780999999999999,16.649999999999999
2024-04-02,11:00:00 AM,162.94999999999999,16.294999999999998,16.649999999999999
2024-04-02,11:15:00 AM,162.94999999999999,16.294999999999998,16.649999999999999
2024-04-02,11:30:00 AM,162.94999999999999,16.294999999999998,16.649999999999999
2024-04-02,11:45:00 AM,162.94999999999999,16.294999999999998,16.649999999999999
2024-04-02,12:00:00 AM,160.34999999999999,16.035,16.649999999999999
2024-04-02,12:15:00 AM,160.34999999999999,16.035,16.649999999999999
2024-04-02,12:30:00 AM,160.34999999999999,16.035,16.649999999999999
2024-04-02,12:45:00 AM,160.34999999999999,16.035,16.649999999999999
2024-04-02,1:00:00 PM,158.74000000000001,15.874000000000001,16.649999999999999
2024-04-02,1:15:00 PM,158.74000000000001,15.874000000000001,16.649999999999999
2024-04-02,1:30:00 PM,158.74000000000001,15.874000000000001,16.649999999999999
2024-04-02,1:45:00 PM,158.74000000000001,15.874000000000001,16.649999999999999
2024-04-02,2:00:00 PM,155.37,15.537000000000001,16.649999999999999
2024-04-02,2:15:00 PM,155.37,15.537000000000001,16.649999999999999
2024-04-02,2:30:00 PM,155.37,15.537000000000001,16.649999999999999
2024-04-02,2:45:00 PM,155.37,15.537000000000001,16.649999999999999
2024-04-02,3:00:00 PM,159.92000000000002,15.992000000000003,16.649999999999999
2024-04-02,3:15:00 PM,159.92000000000002,15.992000000000003,16.649999999999999
2024-04-02,3:30:00 PM,159.92000000000002,15.992000000000003,16.649999999999999
2024-04-02,3:45:00 PM,159.92000000000002,15.992000000000003,16.649999999999999
2024-04-02,4:00:00 PM,161.69999999999999,16.169999999999998,16.649999999999999
2024-04-02,4:15:00 PM,161.69999999999999,16.169999999999998,16.649999999999999
2024-04-02,4:30:00 PM,161.69999999999999,16.169999999999998,16.649999999999999
2024-04-02,4:45:00 PM,161.69999999999999,16.169999999999998,16.649999999999999
2024-04-02,5:00:00 PM,170.45999999999998,17.045999999999996,16.649999999999999
2024-04-02,5:15:00 PM,170.45999999999998,17.045999999999996,16.649999999999999
2024-04-02,5:30:00 PM,170.45999999999998,17.045999999999996,16.649999999999999
2024-04-02,5:45:00 PM,170.45999999999998,17.045999999999996,16.649999999999999
2024-04-02,6:00:00 PM,184.78,18.478000000000002,16.649999999999999
2024-04-02,6:15:00 PM,184.78,18.478000000000002,16.649999999999999
2024-04-02,6:30:00 PM,184.78,18.478000000000002,16.649999999999999
2024-04-02,6:45:00 PM,184.78,18.478000000000002,16.649999999999999
2024-04-02,7:00:00 PM,221.90000000000001,22.190000000000001,16.649999999999999
2024-04-02,7:15:00 PM,221.90000000000001,22.190000000000001,16.649999999999999
2024-04-02,7:30:00 PM,221.90000000000001,22.190000000000001,16.649999999999999
2024-04-02,7:45:00 PM,221.90000000000001,22.190000000000001,16.649999999999999
2024-04-02,8:00:00 PM,231.58000000000001,23.158000000000001,16.649999999999999
2024-04-02,8:15:00 PM,231.58000000000001,23.158000000000001,16.649999999999999
2024-04-02,8:30:00 PM,231.58000000000001,23.158000000000001,16.649999999999999
2024-04-02,8:45:00 PM,231.58000000000001,23.158000000000001,16.649999999999999
2024-04-02,9:00:00 PM,200,20,16.649999999999999
2024-04-02,9:15:00 PM,200,20,16.649999999999999
2024-04-02,9:30:00 PM,200,20,16.649999999999999
2024-04-02,9:45:00 PM,200,20,16.649999999999999
2024-04-02,10:00:00 PM,182.70999999999998,18.270999999999997,16.649999999999999
2024-04-02,10:15:00 PM,182.70999999999998,18.270999999999997,16.649999999999999
2024-04-02,10:30:00 PM,182.70999999999998,18.270999999999997,16.649999999999999
2024-04-02,10:45:00 PM,182.70999999999998,18.270999999999997,16.649999999999999
2024-04-02,11:00:00 PM,178.25999999999999,17.826000000000001,16.649999999999999
2024-04-02,11:15:00 PM,178.25999999999999,17.826000000000001,16.649999999999999
2024-04-02,11:30:00 PM,178.25999999999999,17.826000000000001,16.649999999999999
2024-04-02,11:45:00 PM,178.25999999999999,17.826000000000001,16.649999999999999
